Longitude,Latitude,datetime,UHI Index,building_coverage,B01,B02,B03,B04,B06,B08,B11,B12,L11,NDVI,NDBI,NDWI,EVI,SAVI,NBAI,location,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
-73.96777333,40.79305,2021-07-24 15:14:00,0.990620797,1.1319327409240091e-05,1166.5,1021.0,1113.0,1181.0,1630.5,1757.0,2012.0,1808.5,36.496939999999995,0.19605173587474473,0.06765720248222351,-0.22439024390243903,1.213653603034134,0.29402756508422667,0.36996862292289734,Manhattan,26.3,50.9,3.0,158,219
-73.96987167,40.79455333,2021-07-24 15:14:00,0.986413573,1.1319327409240091e-05,1099.5,1585.0,1693.0,1808.0,1908.0,1939.0,2040.5,1831.5,39.91154198000004,0.03496130237523352,0.02550571598112583,-0.06773127753303965,0.36368684064408663,0.05243495663775851,0.3326449692249298,Manhattan,26.3,50.9,3.0,158,219
-73.96993833,40.79448333,2021-07-24 15:14:00,0.984249858,1.1319327409240091e-05,1099.5,1338.0,1458.0,1497.0,1643.5,1857.0,1919.5,1684.0,39.91154198000004,0.1073345259391771,0.016549715772271156,-0.12036199095022625,1.1180124223602483,0.16097779102697868,0.31984251737594604,Manhattan,26.3,50.9,3.0,158,219
-73.96997333,40.79444833,2021-07-24 15:14:00,0.988577288,1.1319327409240091e-05,1099.5,1338.0,1458.0,1497.0,1643.5,1857.0,1919.5,1684.0,37.621468580000055,0.1073345259391771,0.016549715772271156,-0.12036199095022625,1.1180124223602483,0.16097779102697868,0.31984251737594604,Manhattan,26.3,50.9,3.0,158,219
-73.97000167,40.79440833,2021-07-24 15:14:00,0.988577288,1.1319327409240091e-05,1099.5,1249.0,1298.0,1346.0,1643.5,1592.0,1919.5,1684.0,37.621468580000055,0.08373042886317222,0.09326498955488205,-0.10173010380622838,2.0398009950248754,0.12557427258805512,0.3871619701385498,Manhattan,26.3,50.9,3.0,158,219
-73.97008833,40.79431333,2021-07-24 15:14:00,0.982086144,1.1319327409240091e-05,1180.5,1068.0,1168.0,1168.0,1484.0,1665.0,1841.0,1639.0,37.00622498000001,0.1754324038122132,0.050199657678604126,-0.1754324038122132,1.8712349397590362,0.26310217046056117,0.352769672870636,Manhattan,26.3,50.9,3.0,158,219
-73.97016833,40.79423667,2021-07-24 15:14:00,0.986413573,1.1319327409240091e-05,1180.5,1152.0,1244.0,1285.0,1807.5,2176.0,1688.0,1343.5,37.00622498000001,0.25744004622941347,-0.12629400193691254,-0.27251461988304093,1.7862870890136326,0.3861042900476672,0.16428229212760925,Manhattan,26.3,50.9,3.0,158,219
-73.96755,40.79301833,2021-07-24 15:14:00,0.986293367,1.1319327409240091e-05,1166.5,1246.0,1463.0,1573.0,1587.5,1937.0,2158.5,1877.0,36.496939999999995,0.1037037037037037,0.054083749651908875,-0.13941176470588235,0.448055145248646,0.15553339980059822,0.35136041045188904,Manhattan,26.3,50.9,3.0,158,219
-73.90954167,40.84337667,2021-07-24 15:14:00,0.990260178,7.551306501441659e-06,1081.0,966.0,1093.0,1171.0,2210.5,2050.0,2573.0,2460.0,35.89536848,0.2728966159577771,0.11313000321388245,-0.30448615972001275,1.199508733624454,0.40928139065652647,0.42114922404289246,Manhattan,26.3,50.9,3.0,158,219
-73.90947,40.84360333,2021-07-24 15:14:00,0.998915037,7.551306501441659e-06,1238.0,1242.0,1347.0,1491.0,2090.0,1672.0,2393.5,2178.5,36.06626948000002,0.05722415428390768,0.177468940615654,-0.10765154024511428,0.34700920245398775,0.0858226647700332,0.4644458591938019,Manhattan,26.3,50.9,3.0,158,219
-73.90945667,40.84363667,2021-07-24 15:14:00,0.998915037,7.551306501441659e-06,1238.0,1242.0,1347.0,1491.0,2090.0,1672.0,2393.5,2178.5,36.11412175999999,0.05722415428390768,0.177468940615654,-0.10765154024511428,0.34700920245398775,0.0858226647700332,0.4644458591938019,Manhattan,26.3,50.9,3.0,158,219
-73.909445,40.84367333,2021-07-24 15:14:00,0.992423892,7.551306501441659e-06,1238.0,1189.0,1341.0,1431.0,1716.0,1612.0,1808.5,1623.0,36.11412175999999,0.05948077555044364,0.05744774267077446,-0.0917710802573654,0.35310183378852905,0.08920650566781665,0.3607613742351532,Manhattan,26.3,50.9,3.0,158,219
-73.90940167,40.84378167,2021-07-24 15:14:00,0.996751322,7.551306501441659e-06,1238.0,1126.0,1286.0,1339.0,1716.0,1816.0,1808.5,1623.0,36.74303744000002,0.15118858954041203,-0.002069250913336873,-0.1708575112830432,0.8481507823613087,0.22674694977024246,0.3078608810901642,Manhattan,26.3,50.9,3.0,158,219
-73.90603667,40.80720667,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1377.5,1685.0,1706.0,1778.0,1976.5,1788.0,2254.5,2234.0,38.906644099999994,0.0028042624789680315,0.11539888381958008,-0.02346880366342301,2500000000.0,0.004205804009533156,0.4302557110786438,Manhattan,26.3,50.9,3.0,158,219
-73.96244,40.75981333,2021-07-24 15:14:00,0.987495431,1.3865534862690198e-05,928.0,929.5,1053.0,1113.0,1615.5,1367.0,1657.0,1482.0,37.98036067999999,0.10241935483870968,0.09589947015047073,-0.12975206611570247,0.5908350779250988,0.1535980649062689,0.3932534456253052,Manhattan,26.3,50.9,3.0,158,219
-73.96262667,40.759905,2021-07-24 15:14:00,0.987495431,1.3865534862690198e-05,928.0,659.0,739.5,768.5,1616.5,1528.0,1476.5,1100.0,37.98036067999999,0.330720661876769,-0.017140954732894897,-0.34773980154355016,1.5855949895615866,0.4959730082716587,0.2554513216018677,Manhattan,26.3,50.9,3.0,158,219
-73.96272667,40.75995167,2021-07-24 15:14:00,0.987495431,1.3865534862690198e-05,928.0,751.0,897.5,866.5,1616.5,1717.0,1476.5,1100.0,38.53749793999998,0.32920456744726145,-0.07530922442674637,-0.31344425320328934,1.6553133514986376,0.49371130030959753,0.2001863270998001,Manhattan,26.3,50.9,3.0,158,219
-73.96282333,40.75999,2021-07-24 15:14:00,0.985331716,1.3865534862690198e-05,928.0,627.5,734.0,636.0,1616.5,1793.0,1476.5,1100.0,38.53749793999998,0.47632770687525733,-0.09680379182100296,-0.4190740007914523,3.2005532503457816,0.714344515332373,0.179311141371727,Manhattan,26.3,50.9,3.0,158,219
-73.90509833,40.80774333,2021-07-24 15:14:00,0.995549258,3.790454908147851e-06,1180.0,1257.0,1378.0,1347.0,1562.5,1478.0,1778.0,1689.5,38.66054666000002,0.046371681415929206,0.09213759005069733,-0.0350140056022409,2.453183520599251,0.0695452132365953,0.4022849202156067,Manhattan,26.3,50.9,3.0,158,219
-73.9053,40.80761833,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1033.5,1280.0,1436.0,1538.0,1697.0,1498.0,1845.0,1779.0,38.472555560000046,-0.013175230566534914,0.10379898548126221,-0.021131561008861623,-0.08873114463176575,1.5000000000000002e-08,0.4150722324848175,Manhattan,26.3,50.9,3.0,158,219
-73.90591667,40.80727667,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1377.5,1647.0,1847.0,1994.0,2256.0,1946.0,2834.0,2873.0,38.674218740000015,-0.012182741116751269,0.1857740581035614,-0.02610071183759557,-0.07699711260827719,1.5000000000000002e-08,0.4914412796497345,Manhattan,26.3,50.9,3.0,158,219
-73.90579333,40.80734667,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1377.5,1548.0,1698.0,1851.0,2017.5,1648.0,2109.0,2008.5,38.674218740000015,-0.058016576164618465,0.12270428240299225,0.014943215780035863,-0.4432314410480349,1.5000000000000002e-08,0.4283236563205719,Manhattan,26.3,50.9,3.0,158,219
-73.90567167,40.80741667,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1377.5,1394.0,1550.0,1595.0,1767.0,1617.0,2027.5,1912.5,38.462301500000024,0.00684931506849315,0.11263547837734222,-0.021155667824439534,0.07503410641200546,0.010272373540856031,0.4180313050746918,Manhattan,26.3,50.9,3.0,158,219
-73.96253167,40.75985833,2021-07-24 15:14:00,0.987495431,1.3865534862690198e-05,928.0,882.5,1041.0,1126.0,1615.5,1373.0,1657.0,1482.0,37.98036067999999,0.09883953581432572,0.09372936934232712,-0.1375310687655344,0.40860215053763443,0.14822964592918583,0.39140069484710693,Manhattan,26.3,50.9,3.0,158,219
-73.90554333,40.807485,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1377.5,1427.0,1557.0,1740.0,1868.0,1660.0,2014.5,1837.0,38.53407992000001,-0.023529411764705882,0.09647571295499802,-0.032017407522536526,-0.14301036825169824,1.5000000000000002e-08,0.3976231515407562,Manhattan,26.3,50.9,3.0,158,219
-73.90541667,40.807555,2021-07-24 15:14:00,0.999876688,3.790454908147851e-06,1033.5,1455.0,1579.0,1663.0,1697.0,1651.0,1845.0,1779.0,38.472555560000046,-0.003621001810500905,0.055491991341114044,-0.022291021671826627,-0.041811846689895474,1.5000000000000002e-08,0.37402844429016113,Manhattan,26.3,50.9,3.0,158,219
-73.96753167,40.793035,2021-07-24 15:14:00,0.988457082,1.1319327409240091e-05,1015.0,1370.0,1588.0,1801.0,2147.5,2256.0,2480.0,2234.5,36.496939999999995,0.11215183633226522,0.04729729890823364,-0.17377731529656607,0.40799856527977046,0.16820702402957485,0.35270068049430847,Manhattan,26.3,50.9,3.0,158,219
-73.96743,40.79307,2021-07-24 15:14:00,0.986293367,1.1319327409240091e-05,1015.0,1403.0,1445.0,1510.0,2147.5,2227.0,2480.0,2234.5,36.496939999999995,0.19186513245919187,0.05374973267316818,-0.21296296296296297,2.341606792945787,0.28775919732441474,0.3583519458770752,Manhattan,26.3,50.9,3.0,158,219
-73.96727167,40.79312833,2021-07-24 15:14:00,0.988457082,1.1319327409240091e-05,1015.0,1389.0,1614.0,1770.0,2147.5,2403.0,2480.0,2234.5,36.496939999999995,0.15168943206326385,0.01576899364590645,-0.1964152352501867,0.6071360061384999,0.2275068887025279,0.32476291060447693,Manhattan,26.3,50.9,3.0,158,219
-73.967245,40.79316,2021-07-24 15:14:00,0.988457082,1.1319327409240091e-05,1015.0,916.0,1056.0,1224.0,1089.5,1438.0,1406.0,1207.5,36.50719406000002,0.08039068369646882,-0.011251757852733135,-0.15316760224538895,0.279665446941976,0.12056338028169014,0.29013946652412415,Manhattan,26.3,50.9,3.0,158,219
-73.95916833,40.75928833,2021-07-24 15:15:00,0.983408414,2.657110825427634e-06,890.5,865.0,936.5,1033.0,1248.5,1061.0,1440.5,1292.5,35.68345124000001,0.013371537726838587,0.15170897543430328,-0.0623279098873592,0.09061488673139159,0.02005251850083552,0.4406958222389221,Manhattan,26.6,50.5,3.1,154,584
-73.95883833,40.75970167,2021-07-24 15:15:00,0.998554418,2.657110825427634e-06,917.5,804.0,892.5,942.5,1728.0,1756.0,1887.5,1517.0,35.12289596000005,0.30146377617194736,0.03609167039394379,-0.326033603926751,1.4715991316931982,0.4521118932938125,0.31944578886032104,Manhattan,26.6,50.5,3.1,154,584
-73.9588,40.75974833,2021-07-24 15:15:00,0.998554418,2.657110825427634e-06,995.5,1146.0,1170.0,1297.0,1596.5,1568.0,1830.0,1454.5,35.12289596000005,0.09458987783595113,0.07710418105125427,-0.14536157779401024,0.8961640211640212,0.14186005932647008,0.35373517870903015,Manhattan,26.6,50.5,3.1,154,584
-73.95876667,40.75979333,2021-07-24 15:15:00,1.000838339,2.657110825427634e-06,995.5,1205.0,1242.0,1362.0,1596.5,1558.0,1830.0,1454.5,35.12289596000005,0.06712328767123288,0.08028335124254227,-0.11285714285714285,0.7065609228550829,0.10066769388803287,0.35653072595596313,Manhattan,26.6,50.5,3.1,154,584
-73.95873167,40.759835,2021-07-24 15:15:00,1.000838339,2.657110825427634e-06,995.5,1273.0,1416.0,1554.0,1596.5,1665.0,1830.0,1454.5,35.12289596000005,0.034482758620689655,0.04721030220389366,-0.08081791626095423,0.1923743500866551,0.05171610498524616,0.32720476388931274,Manhattan,26.6,50.5,3.1,154,584
-73.95863333,40.75997,2021-07-24 15:15:00,0.996510909,2.657110825427634e-06,995.5,1414.0,1594.0,1684.0,1842.5,1794.0,2166.5,1861.5,35.474952020000046,0.03162737205290397,0.09405378252267838,-0.0590318772136954,0.2125193199381762,0.04743423889607589,0.3837169408798218,Manhattan,26.6,50.5,3.1,154,584
-73.95856667,40.76006167,2021-07-24 15:15:00,0.99218348,2.657110825427634e-06,995.5,1716.0,1812.0,2017.0,2286.5,2088.0,2525.5,2231.0,35.474952020000046,0.017295980511571253,0.09483038634061813,-0.07076923076923076,0.1343679031037093,0.025940811107051515,0.3898750841617584,Manhattan,26.6,50.5,3.1,154,584
-73.90353167,40.83513,2021-07-24 15:15:00,0.996270497,5.9231103960404375e-06,1244.0,829.0,1016.5,1034.5,1954.0,2374.0,1853.5,1437.5,39.81241940000001,0.392988117940443,-0.12312241643667221,-0.40038342427370593,1.4162613660393317,0.5893957172191259,0.16187113523483276,Manhattan,26.6,50.5,3.1,154,584
-73.90356,40.83508833,2021-07-24 15:15:00,1.002761641,5.9231103960404375e-06,1244.0,992.5,1205.0,1237.0,2050.5,2694.0,1970.0,1651.0,39.016020740000044,0.3706436021368609,-0.1552315652370453,-0.38189279302385226,1.3625736463106706,0.5558946966806562,0.14679335057735443,Manhattan,26.6,50.5,3.1,154,584
-73.95888,40.75965667,2021-07-24 15:15:00,0.992063273,2.657110825427634e-06,917.5,886.5,900.5,1003.5,1646.0,1506.0,1714.5,1411.5,34.40852977999998,0.20023909145248056,0.06474149972200394,-0.2516102223145647,1.4287745237418255,0.30029880478087645,0.3497409224510193,Manhattan,26.6,50.5,3.1,154,584
-73.90347333,40.83518333,2021-07-24 15:15:00,0.998314005,5.9231103960404375e-06,1244.0,829.0,1016.5,1034.5,1954.0,2374.0,1853.5,1437.5,39.46719938000001,0.392988117940443,-0.12312241643667221,-0.40038342427370593,1.4162613660393317,0.5893957172191259,0.16187113523483276,Manhattan,26.6,50.5,3.1,154,584
-73.90345,40.83521167,2021-07-24 15:15:00,0.998314005,5.9231103960404375e-06,1244.0,706.0,794.0,884.0,1954.0,1795.0,1853.5,1437.5,39.46719938000001,0.3400522583053378,0.01603398658335209,-0.3866357667052916,1.2617728531855956,0.5099832058219818,0.2941407859325409,Manhattan,26.6,50.5,3.1,154,584
-73.90342,40.83525167,2021-07-24 15:15:00,0.99615029,5.9231103960404375e-06,1244.0,582.0,741.5,637.5,1954.0,2433.0,1853.5,1437.5,39.46719938000001,0.5847581827063996,-0.1351918876171112,-0.532839817294062,2.369984160506864,0.8769944643438619,0.14989517629146576,Manhattan,26.6,50.5,3.1,154,584
-73.95851667,40.76011667,2021-07-24 15:15:00,0.99218348,2.657110825427634e-06,995.5,1529.0,1582.0,1733.0,1542.0,1874.0,1715.5,1619.0,35.474952020000046,0.03909065705572498,-0.04415656626224518,-0.08449074074074074,0.4376163873370577,0.05862785862785863,0.28040704131126404,Manhattan,26.6,50.5,3.1,154,584
-73.95897167,40.75956,2021-07-24 15:15:00,0.992063273,2.657110825427634e-06,890.5,897.5,1013.5,1072.0,1646.0,1581.0,1714.5,1411.5,35.88169640000001,0.1918582736524689,0.04050978645682335,-0.2187319329350549,0.9920093549015786,0.28773318258903335,0.32823455333709717,Manhattan,26.6,50.5,3.1,154,584
-73.95903167,40.75949667,2021-07-24 15:15:00,0.987735844,2.657110825427634e-06,890.5,843.5,1003.5,1047.0,1424.0,1312.0,1505.5,1226.5,35.88169640000001,0.11233573548113608,0.06867790222167969,-0.13323256316130425,0.5221674876847291,0.168467895740623,0.3511374890804291,Manhattan,26.6,50.5,3.1,154,584
-73.95923833,40.75919667,2021-07-24 15:15:00,0.983408414,2.657110825427634e-06,890.5,827.0,872.0,1041.0,1248.5,1183.0,1440.5,1292.5,35.68345124000001,0.06384892086330936,0.0981513261795044,-0.15133819951338198,0.2892057026476578,0.09575185434929198,0.395812064409256,Manhattan,26.6,50.5,3.1,154,584
-73.95927833,40.759145,2021-07-24 15:15:00,0.979080984,2.657110825427634e-06,890.5,817.0,858.5,938.5,1137.0,987.5,1194.5,1022.0,35.68345124000001,0.02544132917964694,0.09486709535121918,-0.06988082340195016,0.24898373983739838,0.038152089281079674,0.3835830092430115,Manhattan,26.6,50.5,3.1,154,584
-73.95934333,40.75913167,2021-07-24 15:15:00,0.974753554,2.657110825427634e-06,890.5,903.5,1052.0,1150.0,1418.5,1140.0,1355.5,1107.5,36.26109661999999,-0.004366812227074236,0.08635544031858444,-0.040145985401459854,-0.0197667523225934,1.5000000000000002e-08,0.3671939969062805,Manhattan,26.6,50.5,3.1,154,584
-73.959535,40.75901,2021-07-24 15:15:00,0.972589839,2.657110825427634e-06,1083.0,1103.0,1323.0,1480.0,1418.5,1529.0,1355.5,1107.5,36.332875039999976,0.016284479893652375,-0.06014907360076904,-0.07223001402524544,0.05730994152046784,0.024422661571689645,0.23396793007850647,Manhattan,26.6,50.5,3.1,154,584
-73.959125,40.75936333,2021-07-24 15:15:00,0.983408414,2.657110825427634e-06,890.5,900.5,979.0,1109.0,1640.0,1179.0,1762.0,1595.0,35.68345124000001,0.030594405594405596,0.19823189079761505,-0.09267840593141798,0.16199953714417958,0.04588158182215425,0.4801587164402008,Manhattan,26.6,50.5,3.1,154,584
-73.959615,40.75888833,2021-07-24 15:15:00,0.976917269,2.657110825427634e-06,1329.0,1778.0,1806.0,2156.0,3244.5,2819.0,2738.0,2017.0,36.332875039999976,0.13326633165829146,-0.014576210640370846,-0.21902702702702703,0.684634448574969,0.1998794091046126,0.2556113004684448,Manhattan,26.6,50.5,3.1,154,584
-73.959675,40.75884333,2021-07-24 15:15:00,0.974753554,2.657110825427634e-06,1329.0,2659.0,2954.0,2840.0,3244.5,3451.0,2738.0,2017.0,36.43199762000006,0.09712287394690829,-0.11520439386367798,-0.07759562841530054,2.7797998180163783,0.1456727330525312,0.15890811383724213,Manhattan,26.6,50.5,3.1,154,584
-73.95973333,40.75881,2021-07-24 15:15:00,0.974753554,2.657110825427634e-06,1329.0,2659.0,2954.0,2840.0,3244.5,3451.0,2738.0,2017.0,36.53453822000006,0.09712287394690829,-0.11520439386367798,-0.07759562841530054,2.7797998180163783,0.1456727330525312,0.15890811383724213,Manhattan,26.6,50.5,3.1,154,584
-73.959775,40.758795,2021-07-24 15:15:00,0.979080984,2.657110825427634e-06,1329.0,1138.0,1443.0,1537.0,1832.5,2260.0,1981.0,1620.0,36.53453822000006,0.190413484329734,-0.06578636914491653,-0.2206319200648123,0.6131275440976933,0.2855826201448321,0.22880055010318756,Manhattan,26.6,50.5,3.1,154,584
-73.95982667,40.75879167,2021-07-24 15:15:00,0.979080984,2.657110825427634e-06,1329.0,1116.0,1251.0,1399.0,2053.5,2372.0,2088.5,1641.5,36.53453822000006,0.25802174489525326,-0.06355790048837662,-0.3094120894286503,1.0148101793909052,0.3869813071722127,0.22254998981952667,Manhattan,26.6,50.5,3.1,154,584
-73.95909333,40.75942333,2021-07-24 15:15:00,0.981244699,2.657110825427634e-06,890.5,622.5,665.5,717.0,1424.0,1003.5,1505.5,1226.5,35.88169640000001,0.16652136006974716,0.20007970929145813,-0.2025164769322948,1.1230889847118777,0.24970947123765252,0.4627225399017334,Manhattan,26.6,50.5,3.1,154,584
-73.90249333,40.835855,2021-07-24 15:15:00,1.00480515,5.9231103960404375e-06,1090.0,1115.0,1158.0,1298.0,1574.5,1420.0,1801.0,1744.0,39.15615955999999,0.044885945548197206,0.11828624457120895,-0.10162916989914662,0.3603071470761961,0.06731653485377966,0.4279959797859192,Manhattan,26.6,50.5,3.1,154,584
-73.90266833,40.83590333,2021-07-24 15:15:00,1.00480515,5.9231103960404375e-06,1090.0,1233.0,1267.0,1415.0,1815.5,1639.0,1733.0,1382.0,39.15615955999999,0.0733464309102816,0.027876630425453186,-0.12801101169993118,0.6345609065155807,0.11000163692912096,0.3104753792285919,Manhattan,26.6,50.5,3.1,154,584
-73.93028667,40.8165,2021-07-24 15:15:00,1.017066201,9.238740163462491e-06,1118.5,1278.0,1343.0,1490.0,1423.0,1494.0,1643.5,1616.5,39.491125520000026,0.0013404825737265416,0.04764940217137337,-0.053225237927388085,0.011764705882352941,0.0020103869994974035,0.3714766502380371,Manhattan,26.6,50.5,3.1,154,584
-73.93029833,40.81645,2021-07-24 15:15:00,1.019229916,9.238740163462491e-06,1118.5,1362.0,1435.0,1546.0,1599.0,1610.0,1802.0,1762.5,39.491125520000026,0.020278833967046894,0.056271981447935104,-0.05747126436781609,0.23809523809523808,0.03041343259939807,0.37771764397621155,Manhattan,26.6,50.5,3.1,154,584
-73.93031833,40.816355,2021-07-24 15:15:00,1.019229916,9.238740163462491e-06,1118.5,1360.0,1477.0,1660.0,1599.0,2010.0,1802.0,1762.5,39.491125520000026,0.09536784741144415,-0.05456453189253807,-0.15285345569257242,0.49407114624505927,0.1430322844299142,0.27885907888412476,Manhattan,26.6,50.5,3.1,154,584
-73.93032667,40.81630333,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1118.5,1360.0,1477.0,1660.0,1599.0,2010.0,1802.0,1762.5,39.25186412000005,0.09536784741144415,-0.05456453189253807,-0.15285345569257242,0.49407114624505927,0.1430322844299142,0.27885907888412476,Manhattan,26.6,50.5,3.1,154,584
-73.930335,40.81624667,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1118.5,1375.0,1511.0,1639.0,1685.0,2060.0,2037.5,1912.5,39.25186412000005,0.11381454447147878,-0.005491153337061405,-0.15373844861383365,0.665086887835703,0.17069874307338828,0.3144758641719818,Manhattan,26.6,50.5,3.1,154,584
-73.930395,40.81611333,2021-07-24 15:15:00,1.023557345,9.238740163462491e-06,1118.5,1327.0,1486.0,1617.0,1728.5,1878.0,2157.5,2035.0,39.25186412000005,0.07467811158798283,0.06926031410694122,-0.11652794292508918,0.40067546822229044,0.11200114432842226,0.38127008080482483,Manhattan,26.6,50.5,3.1,154,584
-73.93045333,40.81602167,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1438.0,1327.0,1486.0,1617.0,1728.5,1878.0,2157.5,2035.0,38.458883480000054,0.07467811158798283,0.06926031410694122,-0.11652794292508918,0.40067546822229044,0.11200114432842226,0.38127008080482483,Manhattan,26.6,50.5,3.1,154,584
-73.93048833,40.81593667,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1438.0,1125.0,1236.0,1379.0,1650.5,2005.0,1820.5,1663.5,38.458883480000054,0.18498817966903072,-0.04822899028658867,-0.2372724467756865,0.8493894165535957,0.2774412764071502,0.2694479823112488,Manhattan,26.6,50.5,3.1,154,584
-73.930525,40.81583333,2021-07-24 15:15:00,1.023557345,9.238740163462491e-06,1438.0,1106.0,1303.0,1409.0,1650.5,2020.0,1820.5,1663.5,38.458883480000054,0.17818606007582385,-0.05194636061787605,-0.2157688835389708,0.7006880733944955,0.26724012246683193,0.26598837971687317,Manhattan,26.6,50.5,3.1,154,584
-73.93053667,40.81572333,2021-07-24 15:15:00,1.023557345,9.238740163462491e-06,1438.0,1217.0,1389.0,1514.0,1520.5,1819.0,1729.5,1611.0,37.970106620000024,0.09150915091509151,-0.025221925228834152,-0.13403990024937656,0.429214748100197,0.13724313784310785,0.29489290714263916,Manhattan,26.6,50.5,3.1,154,584
-73.93027167,40.816545,2021-07-24 15:15:00,1.017066201,9.238740163462491e-06,1118.5,1179.0,1191.0,1338.0,1423.0,1381.0,1643.5,1616.5,39.491125520000026,0.0158146377344612,0.08679120242595673,-0.07387247278382582,0.1894273127753304,0.023717595146166573,0.4048696458339691,Manhattan,26.6,50.5,3.1,154,584
-73.93055333,40.81561667,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1438.0,1207.0,1370.0,1417.0,1520.5,1647.0,1729.5,1611.0,37.970106620000024,0.07506527415143603,0.02443358488380909,-0.09181305933046072,0.5239179954441914,0.11257953989231521,0.33954888582229614,Manhattan,26.6,50.5,3.1,154,584
-73.93057833,40.81535333,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1401.5,1220.0,1263.0,1369.0,1448.5,1456.0,1817.0,1714.0,37.74793532000001,0.030796460176991152,0.11029636114835739,-0.07098197866862817,0.41746641074856045,0.04618651566094496,0.41608181595802307,Manhattan,26.6,50.5,3.1,154,584
-73.93058333,40.81517667,2021-07-24 15:15:00,1.021393631,9.238740163462491e-06,1401.5,1162.0,1301.0,1273.0,1487.5,1456.0,1670.0,1575.5,37.922254339999995,0.0670575302308538,0.06845809519290924,-0.05622052956111716,1.2039473684210527,0.1005678695731819,0.3806231915950775,Manhattan,26.6,50.5,3.1,154,584
-73.93058333,40.81508833,2021-07-24 15:15:00,1.023557345,9.238740163462491e-06,1401.5,1168.0,1287.0,1394.0,1487.5,1397.0,1670.0,1575.5,37.922254339999995,0.0010748835542816195,0.08901206403970718,-0.040983606557377046,0.0074850299401197605,0.0016120365394948952,0.3981691002845764,Manhattan,26.6,50.5,3.1,154,584
-73.93058333,40.81499333,2021-07-24 15:15:00,1.023557345,9.238740163462491e-06,1370.5,1196.0,1229.0,1356.0,1395.5,1422.0,1503.5,1320.0,37.823131760000024,0.023758099352051837,0.027858486399054527,-0.07280271595624292,0.2801358234295416,0.03563073600863775,0.3301142454147339,Manhattan,26.6,50.5,3.1,154,584
-73.930795,40.81411333,2021-07-24 15:15:00,1.036539635,7.800498334708505e-06,1240.0,828.5,903.0,961.0,1111.5,1043.0,1332.5,1207.0,38.69130884000003,0.04091816367265469,0.12186907976865768,-0.07194244604316546,0.3438155136268344,0.061361935644799206,0.4177250564098358,Manhattan,26.6,50.5,3.1,154,584
-73.9307,40.81437833,2021-07-24 15:15:00,1.032212205,9.238740163462491e-06,1240.0,1050.0,1102.0,1151.0,1504.0,1369.0,1651.0,1392.5,38.65029260000006,0.0865079365079365,0.093377485871315,-0.10805341966815055,1.3591022443890275,0.12973616345963102,0.37949007749557495,Manhattan,26.6,50.5,3.1,154,584
-73.93066333,40.814475,2021-07-24 15:15:00,1.032212205,9.238740163462491e-06,1370.5,1069.0,1164.0,1276.0,1455.5,1372.0,1748.0,1514.5,38.27431039999999,0.03625377643504532,0.12051282078027725,-0.08201892744479496,0.23727137913989124,0.05437039833868228,0.40791887044906616,Manhattan,26.6,50.5,3.1,154,584
-73.93062833,40.81457833,2021-07-24 15:15:00,1.03004849,9.238740163462491e-06,1370.5,1165.0,1202.0,1317.0,1455.5,1419.0,1748.0,1514.5,38.27431039999999,0.03728070175438596,0.10388380289077759,-0.08279282716520411,0.43627031650983744,0.05591083500822218,0.3937840461730957,Manhattan,26.6,50.5,3.1,154,584
-73.93060333,40.81468167,2021-07-24 15:15:00,1.03004849,9.238740163462491e-06,1370.5,1228.0,1355.0,1414.0,1276.5,1533.0,1595.5,1400.5,38.27431039999999,0.040380047505938245,0.019977625459432602,-0.061634349030470915,0.3681930693069307,0.06055979643765903,0.32302936911582947,Manhattan,26.6,50.5,3.1,154,584
-73.93059167,40.81478667,2021-07-24 15:15:00,1.02572106,9.238740163462491e-06,1370.5,1235.0,1360.0,1419.0,1276.5,1523.0,1595.5,1400.5,37.823131760000024,0.03535010197144799,0.023248355835676193,-0.0565383281304197,0.3352675693101225,0.053016142735768906,0.3259570598602295,Manhattan,26.6,50.5,3.1,154,584
-73.930585,40.81489333,2021-07-24 15:15:00,1.02572106,9.238740163462491e-06,1370.5,1186.0,1257.0,1405.0,1395.5,1472.0,1503.5,1320.0,37.823131760000024,0.023288147375738616,0.010586456395685673,-0.07878343715646757,0.1661706349206349,0.03492615117289313,0.3146315813064575,Manhattan,26.6,50.5,3.1,154,584
